price,cost,sales,profit_margin,inventory,discount_percentage,delivery_days,category,material,color,location,season,store_type,brand,revenue,Profit,Profit_Status,Profit_Margin_%,Revenue_per_Sale,Revenue_per_Inventory,Unit_Cost,Is_High_Value,Price_Category
126.7358557,105.3666341,8,16.86122802,42,21.91241259,5,Table,Glass,Brown,Rural,Summer,Online,BrandB,4032.952493,3927.585859,Profit,97.38735742,504.1190617,96.02267841,13.17082926,Yes,Medium
79.27321684,48.97877934,42,38.21522415,158,13.5978505,4,Desk,Wood,Green,Rural,Fall,Online,BrandD,3747.744772,3698.765992,Profit,98.69311326,89.23201837,23.71990362,1.166161413,Yes,Low
476.9984918,241.2305922,24,49.42738889,197,20.52985951,1,Bed,Glass,Green,Urban,Fall,Online,BrandD,7128.460236,6887.229644,Profit,96.61595093,297.0191765,36.18507734,10.05127468,Yes,High
484.5344149,385.2764776,35,20.48521926,66,10.79742109,8,Chair,Wood,Brown,Suburban,Summer,Retail,BrandD,15333.36742,14948.09094,Profit,97.4873329,438.0962119,232.3237487,11.00789936,Yes,High
413.7788067,344.9499457,14,16.63421612,55,20.0341866,8,Bed,Plastic,Blue,Rural,Winter,Online,BrandD,4254.880381,3909.930435,Profit,91.89284034,303.9200272,77.36146147,24.63928184,Yes,High
187.0761961,148.9482813,14,20.38095472,62,1.217879559,8,Chair,Fabric,Black,Suburban,Winter,Online,BrandD,6379.848368,6230.900086,Profit,97.66533195,455.7034548,102.9007801,10.63916295,Yes,Medium
93.9524513,52.34467952,10,44.28598851,14,11.72258954,3,Chair,Wood,Black,Suburban,Winter,Online,BrandB,7104.438995,7052.094316,Profit,99.26321164,710.4438995,507.4599282,5.234467952,Yes,Low
357.9048619,286.8146376,12,19.86288311,108,23.72549033,6,Bed,Wood,Blue,Suburban,Spring,Retail,BrandA,1221.715009,934.9003719,Profit,76.52360531,101.8095841,11.31217601,23.9012198,Yes,Medium
248.0686222,200.3325571,38,19.24308872,115,24.09018091,7,Bed,Wood,Blue,Rural,Fall,Online,BrandA,8313.359959,8113.027402,Profit,97.59023357,218.7726305,72.2900866,5.271909398,Yes,Medium
104.9172057,80.09549513,44,23.65837937,91,21.48446337,9,Chair,Plastic,Red,Urban,Winter,Online,BrandA,286.6430254,206.5475303,Profit,72.05740659,6.514614213,3.149923356,1.820352162,No,Medium
272.8296096,220.0224491,46,19.35536269,137,6.127158617,5,Sofa,Glass,Brown,Suburban,Fall,Online,BrandB,13864.7328,13644.71035,Profit,98.41307833,301.4072348,101.2024292,4.78309672,Yes,Medium
65.4748345,54.89204376,34,16.16314241,165,7.416153568,9,Desk,Plastic,White,Rural,Fall,Retail,BrandC,4361.671546,4306.779502,Profit,98.74149066,128.2844572,26.43437301,1.614471875,Yes,Low
459.1941809,342.3024659,41,25.45583543,46,29.88266182,6,Table,Wood,Black,Suburban,Winter,Retail,BrandB,12366.99445,12024.69198,Profit,97.23212889,301.6340109,268.8477053,8.348840632,Yes,High
166.4509917,89.12483286,10,46.45581144,56,3.101340216,4,Bed,Wood,Blue,Urban,Summer,Online,BrandA,4207.972705,4118.847872,Profit,97.88200069,420.7972705,75.14236973,8.912483286,Yes,Medium
348.135028,241.9716424,17,30.49488761,49,5.419880967,1,Desk,Fabric,Blue,Suburban,Summer,Retail,BrandA,5613.495147,5371.523505,Profit,95.68946555,330.2055969,114.5611255,14.23362603,Yes,Medium
190.2699842,101.0447272,17,46.89402661,70,3.90078767,1,Desk,Plastic,Brown,Rural,Fall,Retail,BrandD,2868.091036,2767.046309,Profit,96.47693445,168.7112374,40.97272908,5.943807482,Yes,Medium
284.0306095,188.317183,3,33.69827876,142,9.829648911,5,Sofa,Plastic,White,Suburban,Spring,Online,BrandD,-3633.489373,-3821.806556,Loss,105.1828191,-1211.163124,-25.58795333,62.77239432,No,Medium
296.0196257,196.2144171,31,33.71574043,145,6.305275057,3,Desk,Metal,Blue,Suburban,Fall,Retail,BrandD,9457.812111,9261.597694,Profit,97.92537201,305.0907133,65.22629042,6.329497325,Yes,Medium
133.184505,70.10884786,1,47.35960623,81,14.93063879,5,Bed,Glass,Red,Suburban,Fall,Online,BrandB,-2776.278422,-2846.38727,Loss,102.5252816,-2776.278422,-34.27504225,70.10884786,No,Medium
486.3130825,311.0109369,12,36.04717864,115,14.28062121,5,Desk,Metal,White,Urban,Summer,Retail,BrandC,9350.783462,9039.772525,Profit,96.67395852,779.2319551,81.31116054,25.91757807,Yes,High
398.8097705,217.1117358,39,45.56007605,104,27.04516858,1,Bed,Metal,Red,Suburban,Winter,Retail,BrandC,7131.087513,6913.975777,Profit,96.955419,182.8483978,68.56814916,5.566967584,Yes,Medium
472.7745237,389.2324684,4,17.6705916,87,1.042198423,8,Bed,Glass,Green,Rural,Winter,Online,BrandD,3215.587718,2826.35525,Profit,87.89544859,803.8969295,36.96077837,97.30811711,Yes,High
452.6723077,397.9330041,42,12.09247896,1,9.5963873,5,Chair,Fabric,Black,Suburban,Spring,Online,BrandC,15884.63338,15486.70037,Profit,97.4948556,378.2055566,15884.63338,9.474595336,Yes,High
319.0549905,168.7566682,13,47.10734099,103,17.89973676,5,Sofa,Fabric,Blue,Suburban,Summer,Online,BrandA,4736.892708,4568.13604,Profit,96.43739729,364.3763622,45.98924959,12.98128217,Yes,Medium
464.8434058,410.0133052,34,11.79539171,83,18.14405286,9,Table,Glass,White,Suburban,Summer,Retail,BrandA,12645.56475,12235.55145,Profit,96.75765129,371.9283751,152.3562019,12.05921486,Yes,High
89.82162592,63.68628489,42,29.09693603,42,14.40378687,8,Chair,Glass,Red,Urban,Fall,Retail,BrandD,-860.8870164,-924.5733013,Loss,107.3977518,-20.49730991,-20.49730991,1.516340116,No,Low
138.1922881,85.65521063,21,38.01737288,153,24.46996622,1,Table,Plastic,Black,Rural,Summer,Retail,BrandD,7660.836637,7575.181426,Profit,98.88190788,364.8017446,50.07082769,4.078819554,Yes,Medium
70.35228001,37.3391089,22,46.92551699,70,1.881665142,3,Bed,Plastic,Black,Suburban,Fall,Retail,BrandD,-2917.21756,-2954.556668,Loss,101.2799563,-132.6007982,-41.67453657,1.697232223,No,Low
196.3986488,137.5280964,4,29.97502928,165,24.46463297,7,Chair,Plastic,Blue,Rural,Spring,Online,BrandC,3806.273207,3668.74511,Profit,96.38680439,951.5683017,23.06832247,34.38202409,Yes,Medium
224.9047804,183.9285278,18,18.21937822,93,14.84262721,1,Desk,Plastic,Black,Rural,Summer,Online,BrandB,-5044.485258,-5228.413786,Loss,103.6461307,-280.249181,-54.24177697,10.21825154,No,Medium
172.1070643,134.7313633,5,21.71654091,41,4.012820852,1,Desk,Wood,Blue,Urban,Summer,Online,BrandD,-618.6064821,-753.3378454,Loss,121.7798176,-123.7212964,-15.08796298,26.94627265,No,Medium
422.9318791,219.9628121,19,47.99095954,132,26.57105741,5,Table,Wood,Green,Rural,Fall,Online,BrandC,13546.46435,13326.50153,Profit,98.37623452,712.9718076,102.6247299,11.57699011,Yes,High
210.538997,111.4089702,2,47.08392659,138,19.47686339,9,Bed,Fabric,Blue,Suburban,Summer,Online,BrandD,-1038.177118,-1149.586089,Loss,110.7312103,-519.0885592,-7.523022597,55.70448511,No,Medium
176.4205294,116.6403118,12,33.88506869,64,4.906370605,6,Table,Wood,Brown,Urban,Winter,Retail,BrandB,2495.540318,2378.900006,Profit,95.3260498,207.9616932,38.99281747,9.720025983,Yes,Medium
294.2132374,181.8579676,17,38.18838024,33,1.009491702,2,Sofa,Wood,Red,Urban,Spring,Retail,BrandD,12964.18791,12782.32994,Profit,98.59722823,762.5992886,392.854179,10.69752751,Yes,Medium
113.4159012,67.25038159,10,40.70462708,119,4.23328945,9,Desk,Plastic,Brown,Rural,Winter,Online,BrandA,372.0315388,304.7811572,Profit,81.92347299,37.20315388,3.126315452,6.725038159,No,Medium
410.9886413,251.6901836,34,38.75982004,0,18.26393881,6,Chair,Plastic,Black,Urban,Fall,Retail,BrandD,12716.51233,12464.82214,Profit,98.0207609,374.0150685,56.80452473,7.402652458,Yes,High
83.54778966,68.62557772,6,17.86069027,129,5.378887058,5,Chair,Glass,Black,Rural,Fall,Retail,BrandA,3497.517513,3428.891935,Profit,98.03787751,582.9195855,27.11253886,11.43759629,Yes,Low
494.0991215,430.7018667,8,12.83087785,147,6.772892246,5,Chair,Plastic,Black,Rural,Fall,Retail,BrandA,-3213.388677,-3644.090543,Loss,113.4033542,-401.6735846,-21.85978692,53.83773334,No,High
397.5101462,263.1680456,11,33.79589222,60,0.754191773,3,Desk,Glass,Blue,Urban,Spring,Online,BrandC,1912.074475,1648.906429,Profit,86.23651698,173.8249522,31.86790791,23.92436778,Yes,Medium
139.4220567,120.2437721,12,13.75555991,148,21.68792017,6,Bed,Glass,White,Suburban,Summer,Retail,BrandC,1959.565084,1839.321312,Profit,93.86375206,163.2970904,13.24030462,10.02031435,Yes,Medium
52.48495271,32.99195102,9,37.14017195,87,24.31093199,4,Desk,Wood,Blue,Rural,Winter,Online,BrandA,-7621.761556,-7654.753507,Loss,100.4328652,-846.8623951,-87.60645467,3.665772336,No,Low
416.9576428,287.9404385,2,30.94252055,67,23.9054453,2,Desk,Plastic,Red,Urban,Summer,Retail,BrandA,7483.586849,7195.646411,Profit,96.15237393,3741.793425,111.6953261,143.9702193,Yes,High
368.0858047,217.3221286,8,40.95884009,126,3.827044541,3,Chair,Wood,Blue,Urban,Fall,Retail,BrandD,6614.064717,6396.742588,Profit,96.71424248,826.7580896,52.49257712,27.16526607,Yes,Medium
378.0532256,285.8802263,11,24.38095831,139,27.09903382,9,Desk,Plastic,Black,Rural,Summer,Online,BrandD,6069.066796,5783.186569,Profit,95.28955215,551.7333451,43.66235105,25.98911148,Yes,Medium
397.071656,354.026089,36,10.84075539,21,20.16836488,9,Chair,Wood,Green,Rural,Spring,Online,BrandA,18011.57888,17657.55279,Profit,98.03445277,500.3216356,857.6942325,9.834058029,Yes,Medium
83.32009328,61.77328706,10,25.86027616,147,26.92585867,6,Bed,Wood,Red,Rural,Fall,Online,BrandC,4225.084329,4163.311042,Profit,98.53793955,422.5084329,28.74207027,6.177328706,Yes,Low
211.3095778,135.8986061,21,35.68743664,81,13.41481514,9,Sofa,Wood,Brown,Rural,Summer,Online,BrandD,2692.766548,2556.867941,Profit,94.95319762,128.2269785,33.24403145,6.471362197,Yes,Medium
102.1410768,77.53804699,20,24.08730216,128,13.10864583,4,Chair,Fabric,Green,Suburban,Winter,Retail,BrandD,-6386.182651,-6463.720698,Loss,101.2141533,-319.3091326,-49.89205196,3.87690235,No,Medium
438.3965416,240.753471,48,45.08317286,29,23.53609556,5,Table,Wood,Red,Suburban,Fall,Online,BrandD,12684.2659,12443.51243,Profit,98.10195188,264.2555396,437.3884793,5.015697312,Yes,High
330.4841571,282.7171774,8,14.45363679,125,2.798935664,6,Sofa,Metal,Red,Suburban,Fall,Online,BrandC,-691.3137203,-974.0308976,Loss,140.895641,-86.41421504,-5.530509762,35.33964717,No,Medium
198.9041112,139.478242,36,29.87664197,96,15.6262211,9,Bed,Metal,Black,Suburban,Spring,Retail,BrandA,9135.566491,8996.088248,Profit,98.47323927,253.7657358,95.16215094,3.874395612,Yes,Medium
78.60125763,53.42841075,29,32.02601032,23,25.09152707,5,Sofa,Metal,Brown,Urban,Spring,Retail,BrandD,2111.963177,2058.534766,Profit,97.4702016,72.82631645,91.82448595,1.842358991,Yes,Low
189.9420448,139.4831647,42,26.56540846,13,24.90577689,8,Chair,Glass,Blue,Rural,Winter,Retail,BrandC,-1836.674691,-1976.157855,Loss,107.5943315,-43.73034978,-141.2826685,3.321027732,No,Medium
196.3324949,147.2323973,12,25.00864549,35,28.68398569,1,Bed,Wood,Brown,Urban,Summer,Online,BrandC,6005.858578,5858.626181,Profit,97.54852041,500.4882148,171.5959594,12.26936644,Yes,Medium
378.3227803,200.0231592,14,47.12896775,196,20.94817781,5,Table,Metal,Black,Urban,Summer,Online,BrandC,10833.81468,10633.79152,Profit,98.15371441,773.8439056,55.27456468,14.28736851,Yes,Medium
336.9008621,260.4401632,48,22.69531115,23,6.233118883,1,Chair,Glass,Black,Suburban,Fall,Retail,BrandC,22540.96345,22280.52329,Profit,98.8445917,469.6034052,980.0418892,5.425836733,Yes,Medium
449.2457342,268.0975772,21,40.32273279,187,0.608409447,6,Chair,Metal,Black,Urban,Fall,Retail,BrandD,3727.123687,3459.02611,Profit,92.80685054,177.4820803,19.93114271,12.7665513,Yes,High
262.4967163,206.2124468,22,21.4418947,94,14.38247396,7,Bed,Plastic,Green,Suburban,Summer,Retail,BrandA,6552.201441,6345.988994,Profit,96.85277614,297.8273382,69.70427065,9.373293037,Yes,Medium
103.8174107,86.06607835,21,17.09860822,54,15.41111597,5,Bed,Fabric,Brown,Rural,Summer,Online,BrandA,-3187.673544,-3273.739622,Loss,102.6999653,-151.7939783,-59.03099155,4.098384683,No,Medium
370.9601543,304.7747059,44,17.8416597,23,7.207877535,1,Sofa,Wood,Brown,Suburban,Summer,Retail,BrandC,24841.68273,24536.90803,Profit,98.7731318,564.5836984,1080.073162,6.926697862,Yes,Medium
392.3532719,282.8868609,30,27.8999613,151,3.740923414,6,Table,Fabric,Red,Rural,Fall,Online,BrandA,11483.15683,11200.26997,Profit,97.53650616,382.7718945,76.04739625,9.429562028,Yes,Medium
302.5747389,214.2434772,39,29.19320431,181,17.58624499,5,Sofa,Fabric,White,Suburban,Spring,Online,BrandD,7874.232695,7659.989217,Profit,97.2791828,201.9034024,43.50404804,5.493422492,Yes,Medium
396.935231,221.1526166,20,44.28496155,25,22.92767022,6,Sofa,Plastic,Blue,Urban,Spring,Retail,BrandA,3347.469841,3126.317225,Profit,93.39343961,167.3734921,133.8987936,11.05763083,Yes,Medium
272.2080184,220.5261848,24,18.98615398,193,29.79462311,7,Chair,Plastic,Black,Urban,Winter,Online,BrandA,6256.68761,6036.161425,Profit,96.47535248,260.6953171,32.41807052,9.188591035,Yes,Medium
285.2297732,173.580501,23,39.14362478,79,22.74907852,7,Bed,Plastic,Brown,Suburban,Summer,Online,BrandB,7645.951952,7472.371451,Profit,97.72977254,332.4326935,96.78420192,7.546978305,Yes,Medium
242.3934583,169.3550176,7,30.13218309,165,23.80897243,2,Chair,Glass,Brown,Rural,Summer,Online,BrandA,-6947.510551,-7116.865568,Loss,102.437636,-992.5015072,-42.10612455,24.19357395,No,Medium
61.43860703,37.70546523,9,38.62903628,64,18.49382635,3,Table,Metal,Red,Rural,Summer,Online,BrandA,7435.005785,7397.30032,Profit,99.49286569,826.1117539,116.1719654,4.189496137,Yes,Low
98.55114215,54.55114628,1,44.64686548,74,29.57767977,6,Sofa,Wood,Blue,Suburban,Winter,Online,BrandC,2423.967319,2369.416172,Profit,97.74950983,2423.967319,32.75631512,54.55114628,Yes,Low
64.14313356,48.22428815,26,24.81769212,178,19.19869155,3,Table,Plastic,White,Urban,Summer,Online,BrandC,8291.662842,8243.438554,Profit,99.41840028,318.9101093,46.58237552,1.854780314,Yes,Low
336.3846851,175.5029283,38,47.82671861,162,25.80759859,2,Bed,Wood,White,Rural,Spring,Retail,BrandB,18037.26455,17861.76162,Profit,99.02699809,474.6648565,111.3411392,4.618498113,Yes,Medium
191.4601915,153.0643997,38,20.05419063,42,28.37353939,4,Bed,Wood,Black,Suburban,Summer,Online,BrandD,4714.102582,4561.038182,Profit,96.75305327,124.0553311,112.2405377,4.028010518,Yes,Medium
278.856811,174.8529019,44,37.29652819,28,27.89575502,5,Desk,Wood,White,Rural,Winter,Retail,BrandB,13131.50961,12956.65671,Profit,98.66844782,298.4434002,468.9824861,3.973929588,Yes,Medium
458.4049133,229.2271542,22,49.99461228,164,11.44246031,9,Table,Plastic,White,Urban,Fall,Online,BrandA,6052.029339,5822.802185,Profit,96.21239189,275.0922427,36.90261792,10.4194161,Yes,High
162.1815031,114.2490284,44,29.55483443,80,2.359861749,3,Chair,Plastic,Blue,Rural,Fall,Retail,BrandA,4628.999014,4514.749985,Profit,97.5318848,105.204523,57.86248767,2.596568827,Yes,Medium
234.6723154,121.734096,10,48.12592366,185,5.156211076,3,Table,Metal,Blue,Suburban,Spring,Retail,BrandD,10087.61432,9965.880224,Profit,98.79323206,1008.761432,54.52764497,12.1734096,Yes,Medium
389.9980123,238.0812376,6,38.95321769,53,1.776699162,6,Sofa,Plastic,Black,Rural,Spring,Retail,BrandD,-1397.105224,-1635.186462,Loss,117.0410384,-232.8508707,-26.36047592,39.68020627,No,Medium
152.9591745,119.7350032,17,21.7209405,38,3.161908045,5,Bed,Plastic,Brown,Rural,Spring,Online,BrandC,3500.430438,3380.695434,Profit,96.57942058,205.9076728,92.11659046,7.043235482,Yes,Medium
84.64095942,44.4429236,38,47.49241514,41,5.539537377,6,Bed,Wood,Red,Urban,Fall,Online,BrandA,-1500.598247,-1545.041171,Loss,102.9616804,-39.48942756,-36.59995726,1.169550621,No,Low
180.3881538,150.7567653,24,16.42646031,155,10.2328295,7,Table,Metal,Black,Urban,Summer,Online,BrandA,608.2776641,457.5208988,Profit,75.21579795,25.34490267,3.924372027,6.281531889,No,Medium
122.5495793,61.4620416,10,49.84720309,28,16.3061894,3,Table,Fabric,Green,Urban,Winter,Online,BrandA,-1499.939799,-1561.401841,Loss,104.0976339,-149.9939799,-53.56927854,6.14620416,No,Medium
468.3639436,280.4233321,8,40.12704523,170,21.35046178,5,Table,Plastic,White,Urban,Winter,Online,BrandA,10182.65777,9902.234438,Profit,97.24606936,1272.832221,59.89798688,35.05291651,Yes,High
413.6541708,329.4183066,21,20.36383775,130,6.327820083,8,Sofa,Plastic,Red,Suburban,Summer,Online,BrandA,10705.89813,10376.47983,Profit,96.92302035,509.804673,82.35306256,15.68658603,Yes,High
335.0316904,209.9000544,6,37.34919401,137,20.17567213,4,Sofa,Fabric,Brown,Rural,Fall,Retail,BrandA,5813.914884,5604.014829,Profit,96.38969509,968.985814,42.43733492,34.9833424,Yes,Medium
442.1572656,239.0996167,21,45.92430448,186,21.12777224,2,Chair,Wood,Brown,Rural,Fall,Online,BrandA,-1710.588992,-1949.688608,Loss,113.9776193,-81.45661866,-9.19671501,11.38569603,No,High
411.6524346,265.1426852,39,35.59064325,141,16.75867011,4,Table,Metal,Blue,Rural,Winter,Online,BrandA,13537.17567,13272.03298,Profit,98.04137368,347.1070684,96.00833806,6.798530389,Yes,High
133.9565265,81.46664142,24,39.18426854,174,27.10853609,2,Chair,Wood,Green,Rural,Spring,Online,BrandC,430.9556556,349.4890142,Profit,81.0962821,17.95648565,2.476756641,3.394443393,No,Medium
451.6515493,378.0706292,33,16.29152391,41,3.329844418,3,Desk,Glass,Brown,Suburban,Spring,Retail,BrandB,16869.81975,16491.74912,Profit,97.75889349,511.206659,411.4590183,11.45668573,Yes,High
292.7040089,183.0392811,18,37.4660833,93,5.313643728,4,Sofa,Plastic,Green,Urban,Winter,Retail,BrandA,17021.34303,16838.30375,Profit,98.92464842,945.6301686,183.0251939,10.16884895,Yes,Medium
413.3480698,337.1155207,28,18.44270113,159,12.85994473,4,Bed,Glass,White,Rural,Winter,Retail,BrandC,-1867.420403,-2204.535924,Loss,118.0524707,-66.69358583,-11.74478241,12.03984002,No,High
453.241085,388.3137819,32,14.32511421,31,3.801382057,9,Desk,Plastic,Blue,Rural,Summer,Retail,BrandA,15949.61882,15561.30504,Profit,97.56537265,498.4255882,514.5038329,12.13480568,Yes,High
193.1015637,130.0591107,12,32.64730322,169,16.98888431,6,Bed,Glass,Red,Urban,Summer,Online,BrandD,12947.4772,12817.41808,Profit,98.99548685,1078.956433,76.6122911,10.83825923,Yes,Medium
99.52336604,85.98592485,48,13.60227425,159,11.952014,9,Desk,Fabric,Blue,Urban,Summer,Online,BrandA,1657.220097,1571.234172,Profit,94.81143603,34.52541868,10.4227679,1.791373434,Yes,Low
152.5708231,99.312502,42,34.90727784,25,8.537873836,4,Chair,Plastic,White,Rural,Summer,Retail,BrandB,6610.065057,6510.752555,Profit,98.49755636,157.3825014,264.4026023,2.364583381,Yes,Medium
242.1985049,214.4985929,27,11.43686334,114,5.099694391,9,Chair,Plastic,Brown,Urban,Summer,Retail,BrandC,9588.721917,9374.223325,Profit,97.76301164,355.1378488,84.11159577,7.944392328,Yes,Medium
418.1066447,223.9863397,10,46.42841902,128,10.06014715,9,Sofa,Glass,Green,Rural,Summer,Online,BrandD,-7019.008686,-7242.995026,Loss,103.1911392,-701.9008686,-54.83600536,22.39863397,No,High
437.3287625,338.8456955,46,22.51922934,55,18.23878052,6,Bed,Metal,White,Rural,Spring,Retail,BrandD,17778.9268,17440.08111,Profit,98.09411615,386.4984088,323.2532146,7.366210771,Yes,High
53.12845874,37.05846092,42,30.24743838,121,17.27355633,5,Desk,Glass,Brown,Rural,Winter,Retail,BrandA,-2124.369703,-2161.428164,Loss,101.744445,-50.58023102,-17.5567744,0.882344308,No,Low
